"freqs, THz","a2f (lambda), THz","a2f (gamma), THz",lambda (lambda),lambda (gamma),"wlog (lambda), K","wlog (gamma), K","w2 (lambda), K","w2 (gamma), K","Tc_McM (lambda), K","Tc_McM (gamma), K","Tc_AD (lambda), K","Tc_AD (gamma), K"
48.24818155,0.69016977,0.69016977,3.21963620,3.21963620,615.00000000,615.00000000,1009.00000000,1009.00000000,114.02600861,114.02600861,190.94718530,190.94718530
48.31750221,0.71778480,0.71778480,3.22169566,3.22169566,618.00000000,618.00000000,1010.50000000,1010.50000000,114.61206818,114.61206818,191.53502005,191.53502005
48.38682287,0.73093257,0.73093257,3.22379017,3.22379017,621.00000000,621.00000000,1012.50000000,1012.50000000,115.19892120,115.19892120,192.27200654,192.27200654
48.45614354,0.72848249,0.72848249,3.22587442,3.22587442,624.00000000,624.00000000,1014.00000000,1014.00000000,115.78588104,115.78588104,192.85346723,192.85346723
48.52546420,0.71050352,0.71050352,3.22790432,3.22790432,627.00000000,627.00000000,1015.50000000,1015.50000000,116.37231445,116.37231445,193.42782750,193.42782750
48.59478486,0.67821549,0.67821549,3.22983932,3.22983932,630.00000000,630.00000000,1017.00000000,1017.00000000,116.95761871,116.95761871,194.06999550,194.06999550
48.66410552,0.63381308,0.63381308,3.23164511,3.23164511,633.00000000,633.00000000,1018.50000000,1018.50000000,117.54121399,117.54121399,194.70180167,194.70180167
48.73342619,0.58020028,0.58020028,3.23329568,3.23329568,635.00000000,635.00000000,1020.00000000,1020.00000000,117.89990997,117.89990997,195.10917250,195.10917250
48.80274685,0.52068260,0.52068260,3.23477483,3.23477483,637.50000000,637.50000000,1021.00000000,1021.00000000,118.36760712,118.36760712,195.53411052,195.53411052
48.87206751,0.45864616,0.45864616,3.23607588,3.23607588,639.50000000,639.50000000,1022.50000000,1022.50000000,118.83281708,118.83281708,196.10382788,196.10382788
48.94138818,0.39726299,0.39726299,3.23720121,3.23720121,641.00000000,641.00000000,1023.00000000,1023.00000000,119.07252502,119.07252502,196.29507162,196.29507162
49.01070884,0.33924859,0.33924859,3.23816085,3.23816085,642.50000000,642.50000000,1024.00000000,1024.00000000,119.42135620,119.42135620,196.73928710,196.73928710
49.08002950,0.28668876,0.28668876,3.23897076,3.23897076,644.00000000,644.00000000,1025.00000000,1025.00000000,119.65648651,119.65648651,196.99122559,196.99122559
49.14935017,0.24094992,0.24094992,3.23965049,3.23965049,645.00000000,645.00000000,1025.00000000,1025.00000000,119.88969421,119.88969421,197.15638945,197.15638945
49.21867083,0.20267617,0.20267617,3.24022126,3.24022126,645.50000000,645.50000000,1026.00000000,1026.00000000,120.00979614,120.00979614,197.44938379,197.44938379
49.28799149,0.17186460,0.17186460,3.24070477,3.24070477,646.50000000,646.50000000,1026.00000000,1026.00000000,120.12857819,120.12857819,197.41994351,197.41994351
49.35731216,0.14799954,0.14799954,3.24112058,3.24112058,647.00000000,647.00000000,1026.00000000,1026.00000000,120.24636841,120.24636841,197.54563518,197.54563518
49.42663282,0.13021842,0.13021842,3.24148583,3.24148583,647.50000000,647.50000000,1027.00000000,1027.00000000,120.36341095,120.36341095,197.74820698,197.74820698
49.49595348,0.11748056,0.11748056,3.24181485,3.24181485,648.00000000,648.00000000,1027.00000000,1027.00000000,120.47991943,120.47991943,197.86911178,197.86911178
49.56527415,0.10871160,0.10871160,3.24211884,3.24211884,648.50000000,648.50000000,1027.00000000,1027.00000000,120.59603882,120.59603882,197.98853643,197.98853643
49.63459481,0.10291406,0.10291406,3.24240637,3.24240637,649.00000000,649.00000000,1028.00000000,1028.00000000,120.60035706,120.60035706,198.00373855,198.00373855
49.70391547,0.09925325,0.09925325,3.24268317,3.24268317,649.50000000,649.50000000,1028.00000000,1028.00000000,120.71607971,120.71607971,198.12158360,198.12158360
49.77323613,0.09705116,0.09705116,3.24295354,3.24295354,650.00000000,650.00000000,1028.00000000,1028.00000000,120.83174133,120.83174133,198.15894733,198.15894733
49.84255680,0.09580149,0.09580149,3.24322009,3.24322009,650.50000000,650.50000000,1028.00000000,1028.00000000,120.94730377,120.94730377,198.27583590,198.27583590
49.91187746,0.09515026,0.09515026,3.24348426,3.24348426,650.50000000,650.50000000,1028.00000000,1028.00000000,120.95130157,120.95130157,198.28983694,198.28983694
49.98119812,0.09485445,0.09485445,3.24374747,3.24374747,651.00000000,651.00000000,1029.00000000,1029.00000000,121.06684875,121.06684875,198.56689925,198.56689925
